cleaned_text,sentiment,emotion,sentiment_conf,emotion_conf
black high high yourself couple accept appear road news throughout well gun leg,Neutral,neutral,0.6,0.6
interesting more money baby about they very stuff occur town be right time eye example well,Neutral,neutral,0.6,0.6
relate build least move serious between they necessary lose lay just,Neutral,neutral,0.6,0.6
want both recently north three news sure increase try those friend foreign then over fly,Neutral,neutral,0.6,0.6
focus finish consider present position movie between guy rock mention,Neutral,neutral,0.6,0.6
side less cut mrs they investment brother employee better,Neutral,neutral,0.6,0.6
would north national story tough wall politics art return daughter authority,Neutral,neutral,0.6,0.6
account happen parent million lot court within defense message anyone help free fill lawyer approach international when concern friend how,Neutral,neutral,0.6,0.6
catch home early house life see drop scene level,Neutral,neutral,0.6,0.6
most soon key court turn good cold next then but guy wrong some front skill prevent people detail pick,Positive,joy,0.85,0.8
lead series always piece past century give pick call enjoy choice benefit drive,Neutral,neutral,0.6,0.6
identify far adult available consider build what everyone firm his staff along then make itself another number,Neutral,neutral,0.6,0.6
evening hotel but style kitchen almost some idea best war claim field push tough follow,Positive,joy,0.85,0.8
campaign kid cell hospital side all reach against maybe successful see lead add,Neutral,neutral,0.6,0.6
special worker management identify task key,Neutral,neutral,0.6,0.6
in price who offer federal community must accept court although ok glass production law husband go,Neutral,neutral,0.6,0.6
do save another into card different worker inside fish condition beautiful ahead yet trial admit simply go show few,Neutral,neutral,0.6,0.6
oil head wrong bed concern join eight must skill personal little field,Neutral,neutral,0.6,0.6
good although little school subject television writer discussion,Positive,joy,0.85,0.8
whole public hotel cut but nature suffer account record wrong weight oil,Neutral,neutral,0.6,0.6
base whole group listen they hundred various so president nor financial law,Neutral,neutral,0.6,0.6
head politics agree degree success design talk change station what couple know,Neutral,neutral,0.6,0.6
occur brother choose wide food exist mention strategy risk interesting enough opportunity benefit,Neutral,neutral,0.6,0.6
on citizen majority provide determine whole able meet better unit everybody smile third lead,Neutral,neutral,0.6,0.6
family sometimes cold enter necessary building walk ability image figure west floor far product every financial,Neutral,neutral,0.6,0.6
interview teach outside american financial follow system individual worker serious these kid,Neutral,neutral,0.6,0.6
moment month run before like key suddenly popular nearly contain,Neutral,neutral,0.6,0.6
scene relate teacher notice up how,Neutral,neutral,0.6,0.6
miss stock accept speech they message citizen behavior however,Neutral,neutral,0.6,0.6
late high above side successful detail page pretty bag board prevent analysis as resource nation policy discussion economy direction remember,Neutral,neutral,0.6,0.6
nice time least want we recent,Neutral,neutral,0.6,0.6
sense daughter group life own human republican service data,Neutral,neutral,0.6,0.6
usually certain however major buy answer shake where deep agreement cup common card trouble skill third,Neutral,neutral,0.6,0.6
return modern describe trial floor seek husband off her speech head military interest not young individual debate example increase wear piece almost thousand,Neutral,neutral,0.6,0.6
region movie door actually occur today control arm technology language race side vote student,Neutral,neutral,0.6,0.6
bed your sense organization ahead agent cut he civil cause,Neutral,neutral,0.6,0.6
now might history purpose very thus crime us rise coach,Neutral,neutral,0.6,0.6
financial including board responsibility important cultural recent behavior offer try visit,Neutral,neutral,0.6,0.6
good watch man until science,Positive,joy,0.85,0.8
most church answer although two common,Neutral,neutral,0.6,0.6
nor peace discuss center history lot give indicate road chair ok,Neutral,neutral,0.6,0.6
later many draw value pick heavy buy owner sure or our contain painting security box easy industry picture executive reveal,Neutral,neutral,0.6,0.6
history cultural remember six deep out according hand thus,Neutral,neutral,0.6,0.6
make part especially rule clearly none money idea recently trade change charge serious appear enough hard meeting green,Neutral,neutral,0.6,0.6
attack who debate base customer join if in out than back,Neutral,neutral,0.6,0.6
mouth expect side nor our money return approach,Neutral,neutral,0.6,0.6
within cup ever a report charge prove happen model measure note poor performance dog candidate center material sea,Neutral,neutral,0.6,0.6
rich program mind thousand ten film read great peace nothing occur like,Positive,joy,0.85,0.8
social finally in in protect kitchen something share final reveal bar give long,Neutral,neutral,0.6,0.6
buy clear big by court main sister course fact there charge look owner particularly structure,Neutral,neutral,0.6,0.6
eat practice next among executive citizen choose plant successful,Neutral,neutral,0.6,0.6
source road often painting decade range my road lot girl spring last now home ball low tell order only player action,Neutral,neutral,0.6,0.6
scene significant popular sign even light begin activity myself,Neutral,neutral,0.6,0.6
scene adult citizen strong whatever not wait structure however send house generation relate somebody drug recognize grow player body middle meet name,Negative,sadness,0.82,0.78
red successful born must news science executive amount car case operation democratic,Neutral,neutral,0.6,0.6
response become set alone take thing media,Neutral,neutral,0.6,0.6
affect fire notice attention give history together thought grow as dog sea its continue,Neutral,neutral,0.6,0.6
friend view she of notice why hour hundred dark child accept company no amount cultural interest city,Neutral,neutral,0.6,0.6
find society war bag best democratic kitchen body evening family indicate become democrat trial media probably,Positive,joy,0.85,0.8
manage age amount mean easy fish remain deep person report more receive son ahead project ten environmental and number sure experience industry suffer discuss,Neutral,neutral,0.6,0.6
that occur money wish religious at provide research practice later food type,Neutral,neutral,0.6,0.6
family administration north meet radio tonight include performance,Neutral,neutral,0.6,0.6
later suddenly sure example indeed area investment beyond contain letter ability create,Neutral,neutral,0.6,0.6
good mr tv mrs baby interest reason read else thank place child deal sign notice hard impact,Positive,joy,0.85,0.8
experience main crime show occur good reduce specific agent suffer green always finish cover indicate,Positive,joy,0.85,0.8
by within region field now it clearly rest seven hear next government,Neutral,neutral,0.6,0.6
book friend against policy until set serious,Neutral,neutral,0.6,0.6
town cultural job paper tax with industry name somebody within he,Neutral,neutral,0.6,0.6
raise career trade can health congress land deep perhaps thousand large course some behind else,Neutral,neutral,0.6,0.6
book cut myself project need to matter opportunity alone together make my network,Neutral,neutral,0.6,0.6
rock group rather have visit newspaper interview board they support various meet,Neutral,neutral,0.6,0.6
decade he difference away employee than card prevent someone,Neutral,neutral,0.6,0.6
result remember effect visit especially fact job business those whatever later feeling suddenly sign,Negative,sadness,0.82,0.78
truth learn growth citizen without world difference that others rest road plan time drug trouble early prove we type,Neutral,neutral,0.6,0.6
upon more floor guess raise relationship miss interesting let,Neutral,neutral,0.6,0.6
institution when doctor support glass mother me age hair billion appear,Neutral,neutral,0.6,0.6
discuss team piece artist yes across west,Neutral,neutral,0.6,0.6
government during great support administration nothing social start,Positive,joy,0.85,0.8
expect result city truth ground within soon man standard operation strong,Neutral,neutral,0.6,0.6
three rest option travel carry surface year later my market woman street,Neutral,neutral,0.6,0.6
live party north action month perform raise reduce far art option,Neutral,neutral,0.6,0.6
institution continue risk anything write value,Neutral,neutral,0.6,0.6
learn thing light pm identify drive country economy foot interview democrat suffer foot,Neutral,neutral,0.6,0.6
term else child approach issue behavior plan manage risk rest able,Neutral,neutral,0.6,0.6
rest perform speak place attention car first west majority response reveal agreement look,Neutral,neutral,0.6,0.6
move practice piece government worry including man exist similar itself part fear,Neutral,neutral,0.6,0.6
for contain let pretty gun today,Neutral,neutral,0.6,0.6
pick in officer shoulder music much drug other less mind prove wall wrong suddenly conference line rich cell apply indeed authority,Neutral,neutral,0.6,0.6
environment day executive table family nature interesting fear wrong check day expect might someone situation ball pressure,Neutral,neutral,0.6,0.6
rather sometimes walk section song government right,Neutral,neutral,0.6,0.6
opportunity while ability sport us budget offer beyond,Neutral,neutral,0.6,0.6
themselves talk involve television training reality deep season focus agency light,Neutral,neutral,0.6,0.6
class total factor land concern tax conference subject money note daughter sort tough determine dark,Neutral,neutral,0.6,0.6
phone short head position marriage party huge direction season foreign too product no,Neutral,neutral,0.6,0.6
race beat analysis parent key ever tough,Neutral,neutral,0.6,0.6
way story staff boy long continue assume ago,Neutral,neutral,0.6,0.6
kitchen major probably opportunity political score father year computer share sing medical on significant special amount,Neutral,neutral,0.6,0.6
evidence order computer who movie full seat project suddenly issue quite concern born analysis anything whose,Neutral,neutral,0.6,0.6
hand wonder even health dog reflect way,Neutral,neutral,0.6,0.6
thing church since book follow bag sing everything nation total high rock pattern,Neutral,neutral,0.6,0.6
task nature live year century animal son society material fish daughter nature answer good situation,Positive,joy,0.85,0.8
hope board station who together often it shoulder because prepare strong off discover hundred approach standard than movie save,Neutral,neutral,0.6,0.6
exactly improve couple alone consider surface follow fight ground or eight body ok final explain suggest,Neutral,neutral,0.6,0.6
shake over truth network add serve clear possible natural hour physical five officer fight anything nearly,Neutral,neutral,0.6,0.6
threat someone tough many four party different would start seven determine story whose move,Neutral,neutral,0.6,0.6
hospital level mr board himself mouth here push,Neutral,neutral,0.6,0.6
production trial glass not possible ok main finish,Neutral,neutral,0.6,0.6
left girl both person car material center,Neutral,neutral,0.6,0.6
skill let among late per live important,Neutral,neutral,0.6,0.6
plant recognize compare smile station defense financial apply reach sign record threat perform exist,Neutral,neutral,0.6,0.6
method so still push blood which room first spring bag her challenge world room picture smile specific,Neutral,neutral,0.6,0.6
surface large organization remain into particular media,Neutral,neutral,0.6,0.6
training large because serious first form high type appear recent account term political still paper wide eight shoulder which,Neutral,neutral,0.6,0.6
personal trial laugh run could message security like low bring none nor human blood,Neutral,neutral,0.6,0.6
state success only yeah sense treatment task who,Neutral,neutral,0.6,0.6
opportunity popular gas company scene voice area white family gun must decide painting ability,Neutral,neutral,0.6,0.6
our present cover break million police up require professor reveal nice could bar economy exist first decide occur,Neutral,neutral,0.6,0.6
each yeah place community give whole store condition,Neutral,neutral,0.6,0.6
subject war indicate hand by rate enough level threat big plant trade partner property note heart moment enough director under ground expert,Neutral,neutral,0.6,0.6
three sense outside data cold up research push fight treatment table,Neutral,neutral,0.6,0.6
material before interview spring me space after operation right card outside remain too thing west carry,Neutral,neutral,0.6,0.6
rather son agent deep network own,Neutral,neutral,0.6,0.6
data yet sing against public explain remain kind knowledge water many treat modern send change give audience interesting paper enough office would,Neutral,neutral,0.6,0.6
region house just process development,Neutral,neutral,0.6,0.6
sense late almost family dark sound bar major professor,Neutral,neutral,0.6,0.6
discover television already necessary shoulder environment three young nor past something,Neutral,neutral,0.6,0.6
nearly board alone act computer pay wall late have society help remain more something source play,Neutral,neutral,0.6,0.6
study nice believe final list despite who research,Neutral,neutral,0.6,0.6
others address they hot actually ask including include control play different feel page look,Neutral,neutral,0.6,0.6
police usually through keep why even story law find media happen career treat,Neutral,neutral,0.6,0.6
history dog environment business wonder action public station,Neutral,neutral,0.6,0.6
offer west likely nor reveal reason,Neutral,neutral,0.6,0.6
house wait fly to argue region how identify account within identify star,Neutral,neutral,0.6,0.6
just law article no relationship old spend their energy,Neutral,neutral,0.6,0.6
somebody or gun campaign successful,Neutral,neutral,0.6,0.6
prove pressure organization know team simple indeed administration detail,Neutral,neutral,0.6,0.6
ago two former say item low method food win stop nothing,Neutral,neutral,0.6,0.6
night table energy no yeah along win ok bill order morning skin,Neutral,neutral,0.6,0.6
who nearly quality policy appear business already ball american debate,Neutral,neutral,0.6,0.6
development heart event culture hotel treatment rest would sing believe anything,Neutral,neutral,0.6,0.6
represent light sure energy push admit fact surface season they story impact pm threat,Neutral,neutral,0.6,0.6
leave your keep on memory mrs serve country key city,Neutral,neutral,0.6,0.6
whom bill blood cost democrat,Neutral,neutral,0.6,0.6
plan truth program truth improve party,Neutral,neutral,0.6,0.6
remain behavior since anyone traditional town throw risk best,Positive,joy,0.85,0.8
yard product republican actually member what hundred of purpose mention,Neutral,neutral,0.6,0.6
federal project at area medical body away cell anything doctor protect common least decide yard concern deep political,Neutral,neutral,0.6,0.6
budget staff also anyone deep former believe author country police if network individual assume effect their save today lead figure,Neutral,neutral,0.6,0.6
certainly technology miss threat rule read east many fire property town,Neutral,neutral,0.6,0.6
candidate somebody little foot arrive knowledge nothing must or open physical election practice ask item,Neutral,neutral,0.6,0.6
town hope around oil feel similar leave pick ability until mrs soon,Neutral,neutral,0.6,0.6
green call time evidence people yourself reason series change,Neutral,neutral,0.6,0.6
walk card me operation finally social side western amount,Neutral,neutral,0.6,0.6
whether mouth help heavy idea music list me camera clear side dinner,Neutral,neutral,0.6,0.6
its six really you cup near travel let already always church put nearly seem walk arm majority always then school,Neutral,neutral,0.6,0.6
former cost bit actually minute what modern start determine nature shoulder,Neutral,neutral,0.6,0.6
lot interest none heavy race nature bad yourself your,Negative,sadness,0.82,0.78
significant next make evening data thus yourself picture page degree,Neutral,neutral,0.6,0.6
own management remain message thousand dog interview suffer ten learn century gas,Neutral,neutral,0.6,0.6
toward ready you writer offer understand condition,Neutral,neutral,0.6,0.6
fast someone whom hand nearly begin low interesting north relationship,Neutral,neutral,0.6,0.6
break meeting discuss year side report indeed,Neutral,neutral,0.6,0.6
computer after student really many tell study he bar investment use top front baby inside,Neutral,neutral,0.6,0.6
learn low anything fear others study purpose soon scientist result become almost,Neutral,neutral,0.6,0.6
nothing often order maintain side whose price produce discuss sure night from character full office catch win republican house thought nothing year,Neutral,neutral,0.6,0.6
both number meet western source deep not air,Neutral,neutral,0.6,0.6
for medical hope film there west officer generation get there benefit show especially car politics reveal grow chance,Neutral,neutral,0.6,0.6
prevent south five court control forward watch,Neutral,neutral,0.6,0.6
style example moment natural late natural better,Neutral,neutral,0.6,0.6
figure late total free sure maybe audience lot ever oil,Neutral,neutral,0.6,0.6
decide magazine leg throw professor television speech push relate mouth guess worry work,Neutral,neutral,0.6,0.6
take former attorney year reason lead white,Neutral,neutral,0.6,0.6
everything end billion want try grow hundred those oil suddenly,Neutral,neutral,0.6,0.6
fall spring attention beat campaign red individual fly able,Neutral,neutral,0.6,0.6
red indeed pull carry become attention attack few magazine fish anything suddenly tv full day less teacher consumer,Neutral,neutral,0.6,0.6
technology easy world republican these pay anyone despite child you,Neutral,neutral,0.6,0.6
over second cup case glass yet yes century protect town during middle position need dream free pick exist why statement again,Neutral,neutral,0.6,0.6
apply work mind remain action,Neutral,neutral,0.6,0.6
cost pretty maintain region everyone seek democrat middle despite military will yet third bag especially age future school,Neutral,neutral,0.6,0.6
part here mouth history couple food imagine sit his tree,Neutral,neutral,0.6,0.6
economy risk despite office team manage pick great sister,Positive,joy,0.85,0.8
management modern available old rock green stage organization week record himself then former,Neutral,neutral,0.6,0.6
allow recognize third wide fill summer thank country stage budget national camera something light manager tv,Neutral,neutral,0.6,0.6
sport church through fly happen produce approach partner race lose gas him friend decide common,Neutral,neutral,0.6,0.6
yeah help side himself look goal skin certain staff country service,Neutral,neutral,0.6,0.6
standard design notice this appear girl end customer memory new movie catch amount while evidence future believe how color bad,Negative,sadness,0.82,0.78
itself floor national i minute item blue science local save type nearly unit think,Neutral,neutral,0.6,0.6
style last protect put city certainly movie beat commercial student growth however knowledge,Neutral,neutral,0.6,0.6
material attention admit back bed science sense much south too according newspaper indeed national cell,Neutral,neutral,0.6,0.6
wonder which hospital off score democrat thought serve choice age against ahead pull rather hour over so network amount however child short politics institution,Neutral,neutral,0.6,0.6
factor tonight country in industry suffer night between,Neutral,neutral,0.6,0.6
ago sometimes occur fall office from peace me from director blue,Neutral,neutral,0.6,0.6
military successful give girl campaign allow want easy who century produce when everyone eat fact finish box forward style,Neutral,neutral,0.6,0.6
tell total include without least evening east minute yes brother local let,Neutral,neutral,0.6,0.6
meet party why reason take ask fact economy plan lose night yard part help son value tonight,Neutral,neutral,0.6,0.6
direction sort over million article,Neutral,neutral,0.6,0.6
thought try consider buy pretty factor rest only green i,Neutral,neutral,0.6,0.6
black take tonight treatment whose military ask require mean thing people,Neutral,neutral,0.6,0.6
myself window maybe sense cold include physical be church mention fly staff book skin provide career during we bag along make agent,Neutral,neutral,0.6,0.6
population last where film wife deep energy piece side more,Neutral,neutral,0.6,0.6
cover hard pay eye fly early run draw push seek anything tv newspaper pretty type question,Neutral,neutral,0.6,0.6
drive country collection give concern race personal few prepare than natural bad take beautiful chair commercial front agree player tonight oil experience,Negative,sadness,0.82,0.78
doctor per today effort from social so bag happy while people wonder alone student care land management,Positive,joy,0.85,0.8
beat man last word do parent sing low north her,Neutral,neutral,0.6,0.6
appear save almost government than really alone discussion,Neutral,neutral,0.6,0.6
your way organization if game morning story low before key,Neutral,neutral,0.6,0.6
wonder we oil herself brother reflect forget audience,Neutral,neutral,0.6,0.6
west population rate big then no region off brother together,Neutral,neutral,0.6,0.6
impact democratic box conference choose paper think moment effort property night artist everything image establish ball could effort offer chair,Neutral,neutral,0.6,0.6
learn network attorney actually probably where state responsibility character environment personal again along total will traditional win remain rule other difficult,Neutral,neutral,0.6,0.6
book surface service shoulder positive,Neutral,neutral,0.6,0.6
describe think piece sister meeting control as television large finish mean degree,Neutral,neutral,0.6,0.6
class be speak audience west idea feeling indicate loss nation month whom,Neutral,neutral,0.6,0.6
way protect consumer quality back collection analysis grow visit find road mrs represent support reality concern employee attorney across lose cause dog step,Neutral,neutral,0.6,0.6
less usually sing look probably star draw pm this,Neutral,neutral,0.6,0.6
lose likely science accept prevent strategy while class church suddenly then on course executive indeed sound likely,Neutral,neutral,0.6,0.6
rather country democratic red our certainly campaign stand worry mrs,Neutral,neutral,0.6,0.6
north standard take cup family similar let trouble catch billion measure pressure grow way join throw,Neutral,neutral,0.6,0.6
hold continue them arm term international,Neutral,neutral,0.6,0.6
your think against party too write note future character,Neutral,neutral,0.6,0.6
somebody trip next run wonder food do national off service result a,Neutral,neutral,0.6,0.6
central answer involve let heart democratic buy class turn short,Neutral,neutral,0.6,0.6
care community term age daughter house sea decade,Neutral,neutral,0.6,0.6
human real establish evidence magazine here serious issue quality there from,Neutral,neutral,0.6,0.6
of tonight how opportunity too north under military experience,Neutral,neutral,0.6,0.6
six condition charge field policy expect include grow degree gas street business next enough most sell,Neutral,neutral,0.6,0.6
lot join live recently gun value them little eat,Neutral,neutral,0.6,0.6
describe east walk often language population nice whose few establish sign let before full pattern resource country,Neutral,neutral,0.6,0.6
card then party follow end safe page strong mouth real president door,Neutral,neutral,0.6,0.6
without win hour travel mean main local economy movement high good person whose task fear,Positive,joy,0.85,0.8
arm make staff position hot whatever management,Negative,sadness,0.82,0.78
four break use college carry participant must education contain,Neutral,neutral,0.6,0.6
activity sign allow guy source sell field democrat end raise especially again age strategy style,Neutral,neutral,0.6,0.6
lawyer answer effect choose system usually home music dream fast party physical be either animal type exist into,Neutral,neutral,0.6,0.6
system room follow behavior budget grow outside same report board building,Neutral,neutral,0.6,0.6
tv democrat role hand what early plant,Neutral,neutral,0.6,0.6
within claim industry scene walk career seek page doctor green worry free,Neutral,neutral,0.6,0.6
college former catch check crime never similar view hour manage concern attack tonight suddenly who property owner ask bed machine way significant summer,Neutral,neutral,0.6,0.6
board according act themselves loss spring standard manager power,Neutral,neutral,0.6,0.6
certain lay read very human know television future would whether very education admit,Neutral,neutral,0.6,0.6
fund clearly century until establish develop politics writer really administration face later need,Neutral,neutral,0.6,0.6
quite beyond debate draw magazine science according instead site magazine get fact eight from almost style,Neutral,neutral,0.6,0.6
personal down simple want treatment spend use city agent condition include popular someone hotel six understand box like,Neutral,neutral,0.6,0.6
candidate crime have nearly me business station college information rule range money short employee system term letter move than out face,Neutral,neutral,0.6,0.6
