cleaned_text,sentiment,emotion,sentiment_conf,emotion_conf
charging is slow compared to competitors,Neutral,neutral,0.6,0.6
battery drains faster than expected sound crackles at high volume,Neutral,neutral,0.6,0.6
camera quality is mediocre especially indoors battery backup is solid and lasts all day,Neutral,neutral,0.6,0.6
night mode camera shots look impressive audio output is weak and lacks bass,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions,Neutral,neutral,0.6,0.6
camera quality is mediocre especially indoors call quality is excellent phone design is sleek and comfortable to hold,Neutral,neutral,0.6,0.6
audio output is weak and lacks bass,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
sound crackles at high volume,Neutral,neutral,0.6,0.6
the display is bright and vibrant,Neutral,neutral,0.6,0.6
the display is bright and vibrant,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy speakers are loud and clear,Neutral,neutral,0.6,0.6
charging is slow compared to competitors multitasking works flawlessly,Neutral,neutral,0.6,0.6
colors on the screen look washed out phone design is sleek and comfortable to hold phone lags when running heavy apps,Neutral,neutral,0.6,0.6
the camera performs exceptionally well in daylight,Neutral,neutral,0.6,0.6
charging is slow compared to competitors,Neutral,neutral,0.6,0.6
night mode camera shots look impressive display feels dim under sunlight performance is super smooth with no lag,Neutral,neutral,0.6,0.6
speakers are loud and clear,Neutral,neutral,0.6,0.6
display feels dim under sunlight performance is super smooth with no lag,Neutral,neutral,0.6,0.6
phone design is sleek and comfortable to hold speakers are loud and clear,Neutral,neutral,0.6,0.6
feels slightly bulky in hand camera tends to overexpose images sometimes phone lags when running heavy apps,Neutral,neutral,0.6,0.6
performance is super smooth with no lag,Neutral,neutral,0.6,0.6
multitasking works flawlessly smooth display experience because of high refresh rate charging is slow compared to competitors,Neutral,neutral,0.6,0.6
audio output is weak and lacks bass display feels dim under sunlight,Neutral,neutral,0.6,0.6
smooth display experience because of high refresh rate camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
phone design is sleek and comfortable to hold call quality is excellent battery drains faster than expected,Neutral,neutral,0.6,0.6
charging is slow compared to competitors display feels dim under sunlight,Neutral,neutral,0.6,0.6
night mode camera shots look impressive audio output is weak and lacks bass battery heats up during gaming sessions,Neutral,neutral,0.6,0.6
battery drains faster than expected the camera performs exceptionally well in daylight smooth display experience because of high refresh rate,Neutral,neutral,0.6,0.6
the display is bright and vibrant battery backup is solid and lasts all day,Neutral,neutral,0.6,0.6
camera quality is mediocre especially indoors battery backup is solid and lasts all day performance is super smooth with no lag,Neutral,neutral,0.6,0.6
the display is bright and vibrant gaming performance is average,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily,Neutral,neutral,0.6,0.6
camera tends to overexpose images sometimes,Neutral,neutral,0.6,0.6
multitasking works flawlessly,Neutral,neutral,0.6,0.6
camera quality is mediocre especially indoors speakers are loud and clear battery heats up during gaming sessions,Neutral,neutral,0.6,0.6
the display is bright and vibrant,Neutral,neutral,0.6,0.6
battery drains faster than expected,Neutral,neutral,0.6,0.6
feels slightly bulky in hand sound crackles at high volume colors on the screen look washed out,Neutral,neutral,0.6,0.6
battery drains faster than expected call quality is excellent,Neutral,neutral,0.6,0.6
gaming performance is average speakers are loud and clear battery backup is solid and lasts all day,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily gaming performance is average,Neutral,neutral,0.6,0.6
call quality is excellent the display is bright and vibrant,Neutral,neutral,0.6,0.6
display feels dim under sunlight phone design is sleek and comfortable to hold,Neutral,neutral,0.6,0.6
performance is super smooth with no lag battery backup is solid and lasts all day,Neutral,neutral,0.6,0.6
phone design is sleek and comfortable to hold,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions gaming performance is average,Neutral,neutral,0.6,0.6
camera tends to overexpose images sometimes battery drains faster than expected,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy,Neutral,neutral,0.6,0.6
gaming performance is average charging is slow compared to competitors,Neutral,neutral,0.6,0.6
the camera performs exceptionally well in daylight gaming performance is average the back panel attracts fingerprints easily,Neutral,neutral,0.6,0.6
camera tends to overexpose images sometimes,Neutral,neutral,0.6,0.6
multitasking works flawlessly,Neutral,neutral,0.6,0.6
phone lags when running heavy apps the camera performs exceptionally well in daylight call quality is excellent,Neutral,neutral,0.6,0.6
the camera performs exceptionally well in daylight display feels dim under sunlight battery drains faster than expected,Neutral,neutral,0.6,0.6
colors on the screen look washed out phone lags when running heavy apps build quality feels premium and sturdy,Neutral,neutral,0.6,0.6
multitasking works flawlessly smooth display experience because of high refresh rate audio output is weak and lacks bass,Neutral,neutral,0.6,0.6
colors on the screen look washed out the back panel attracts fingerprints easily,Neutral,neutral,0.6,0.6
performance is super smooth with no lag battery heats up during gaming sessions speakers are loud and clear,Neutral,neutral,0.6,0.6
display feels dim under sunlight,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions feels slightly bulky in hand sound crackles at high volume,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy battery heats up during gaming sessions multitasking works flawlessly,Neutral,neutral,0.6,0.6
battery drains faster than expected sound crackles at high volume smooth display experience because of high refresh rate,Neutral,neutral,0.6,0.6
smooth display experience because of high refresh rate,Neutral,neutral,0.6,0.6
call quality is excellent,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy multitasking works flawlessly sound crackles at high volume,Neutral,neutral,0.6,0.6
multitasking works flawlessly sound crackles at high volume,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily,Neutral,neutral,0.6,0.6
phone design is sleek and comfortable to hold,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily,Neutral,neutral,0.6,0.6
camera quality is mediocre especially indoors audio output is weak and lacks bass battery backup is solid and lasts all day,Neutral,neutral,0.6,0.6
phone lags when running heavy apps phone design is sleek and comfortable to hold audio output is weak and lacks bass,Neutral,neutral,0.6,0.6
audio output is weak and lacks bass smooth display experience because of high refresh rate,Neutral,neutral,0.6,0.6
phone design is sleek and comfortable to hold night mode camera shots look impressive colors on the screen look washed out,Neutral,neutral,0.6,0.6
colors on the screen look washed out,Neutral,neutral,0.6,0.6
colors on the screen look washed out performance is super smooth with no lag,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions call quality is excellent camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
display feels dim under sunlight battery backup is solid and lasts all day,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily speakers are loud and clear,Neutral,neutral,0.6,0.6
battery backup is solid and lasts all day feels slightly bulky in hand multitasking works flawlessly,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily performance is super smooth with no lag camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
speakers are loud and clear,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions performance is super smooth with no lag call quality is excellent,Neutral,neutral,0.6,0.6
smooth display experience because of high refresh rate charging is slow compared to competitors,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy charging is slow compared to competitors audio output is weak and lacks bass,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions audio output is weak and lacks bass gaming performance is average,Neutral,neutral,0.6,0.6
display feels dim under sunlight,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions sound crackles at high volume multitasking works flawlessly,Neutral,neutral,0.6,0.6
colors on the screen look washed out call quality is excellent,Neutral,neutral,0.6,0.6
camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
sound crackles at high volume,Neutral,neutral,0.6,0.6
multitasking works flawlessly charging is slow compared to competitors,Neutral,neutral,0.6,0.6
multitasking works flawlessly sound crackles at high volume,Neutral,neutral,0.6,0.6
speakers are loud and clear,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy,Neutral,neutral,0.6,0.6
multitasking works flawlessly build quality feels premium and sturdy,Neutral,neutral,0.6,0.6
camera tends to overexpose images sometimes sound crackles at high volume phone design is sleek and comfortable to hold,Neutral,neutral,0.6,0.6
the camera performs exceptionally well in daylight,Neutral,neutral,0.6,0.6
call quality is excellent the camera performs exceptionally well in daylight performance is super smooth with no lag,Neutral,neutral,0.6,0.6
night mode camera shots look impressive gaming performance is average battery drains faster than expected,Neutral,neutral,0.6,0.6
feels slightly bulky in hand battery drains faster than expected the camera performs exceptionally well in daylight,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily camera tends to overexpose images sometimes performance is super smooth with no lag,Neutral,neutral,0.6,0.6
the camera performs exceptionally well in daylight,Neutral,neutral,0.6,0.6
gaming performance is average,Neutral,neutral,0.6,0.6
night mode camera shots look impressive the display is bright and vibrant charging is slow compared to competitors,Neutral,neutral,0.6,0.6
the camera performs exceptionally well in daylight phone lags when running heavy apps,Neutral,neutral,0.6,0.6
the display is bright and vibrant,Neutral,neutral,0.6,0.6
audio output is weak and lacks bass battery backup is solid and lasts all day the back panel attracts fingerprints easily,Neutral,neutral,0.6,0.6
phone lags when running heavy apps the camera performs exceptionally well in daylight,Neutral,neutral,0.6,0.6
colors on the screen look washed out performance is super smooth with no lag,Neutral,neutral,0.6,0.6
the camera performs exceptionally well in daylight phone lags when running heavy apps,Neutral,neutral,0.6,0.6
phone lags when running heavy apps audio output is weak and lacks bass camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
battery heats up during gaming sessions display feels dim under sunlight,Neutral,neutral,0.6,0.6
performance is super smooth with no lag call quality is excellent,Neutral,neutral,0.6,0.6
feels slightly bulky in hand smooth display experience because of high refresh rate,Neutral,neutral,0.6,0.6
night mode camera shots look impressive battery drains faster than expected performance is super smooth with no lag,Neutral,neutral,0.6,0.6
gaming performance is average battery heats up during gaming sessions call quality is excellent,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily smooth display experience because of high refresh rate,Neutral,neutral,0.6,0.6
battery drains faster than expected build quality feels premium and sturdy camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
battery backup is solid and lasts all day call quality is excellent gaming performance is average,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily the display is bright and vibrant,Neutral,neutral,0.6,0.6
smooth display experience because of high refresh rate the back panel attracts fingerprints easily performance is super smooth with no lag,Neutral,neutral,0.6,0.6
the back panel attracts fingerprints easily charging is slow compared to competitors,Neutral,neutral,0.6,0.6
camera tends to overexpose images sometimes,Neutral,neutral,0.6,0.6
colors on the screen look washed out,Neutral,neutral,0.6,0.6
call quality is excellent night mode camera shots look impressive,Neutral,neutral,0.6,0.6
battery drains faster than expected multitasking works flawlessly display feels dim under sunlight,Neutral,neutral,0.6,0.6
charging is slow compared to competitors the camera performs exceptionally well in daylight,Neutral,neutral,0.6,0.6
call quality is excellent,Neutral,neutral,0.6,0.6
build quality feels premium and sturdy,Neutral,neutral,0.6,0.6
feels slightly bulky in hand call quality is excellent,Neutral,neutral,0.6,0.6
call quality is excellent the camera performs exceptionally well in daylight,Neutral,neutral,0.6,0.6
phone lags when running heavy apps charging is slow compared to competitors speakers are loud and clear,Neutral,neutral,0.6,0.6
speakers are loud and clear,Neutral,neutral,0.6,0.6
display feels dim under sunlight camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
phone design is sleek and comfortable to hold battery backup is solid and lasts all day sound crackles at high volume,Neutral,neutral,0.6,0.6
sound crackles at high volume camera tends to overexpose images sometimes smooth display experience because of high refresh rate,Neutral,neutral,0.6,0.6
audio output is weak and lacks bass colors on the screen look washed out,Neutral,neutral,0.6,0.6
camera quality is mediocre especially indoors,Neutral,neutral,0.6,0.6
battery backup is solid and lasts all day night mode camera shots look impressive,Neutral,neutral,0.6,0.6
feels slightly bulky in hand,Neutral,neutral,0.6,0.6
